Year,Country_Name,Nombre_País,Cod_Na_UIS,Sex,Sexo,Age,Value
2015,Peru,Perú,PE,males,Hombres,70-74,2047
2020,Peru,Perú,PE,males,Hombres,70-74,4486
1990,Uruguay,Uruguay,UY,males,Hombres,70-74,4196
1995,Uruguay,Uruguay,UY,males,Hombres,70-74,3940
2000,Uruguay,Uruguay,UY,males,Hombres,70-74,3480
2005,Uruguay,Uruguay,UY,males,Hombres,70-74,2435
2010,Uruguay,Uruguay,UY,males,Hombres,70-74,3502
2015,Uruguay,Uruguay,UY,males,Hombres,70-74,2985
2020,Uruguay,Uruguay,UY,males,Hombres,70-74,2238
1990,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,70-74,86
1995,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,70-74,147
2000,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,70-74,133
2005,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,70-74,179
2010,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,70-74,171
2015,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,70-74,228
2020,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,70-74,329
1990,Cuba,Cuba,CU,females,Mujeres,70-74,1806
1995,Cuba,Cuba,CU,females,Mujeres,70-74,1210
2000,Cuba,Cuba,CU,females,Mujeres,70-74,591
2005,Cuba,Cuba,CU,females,Mujeres,70-74,440
2010,Cuba,Cuba,CU,females,Mujeres,70-74,264
2015,Cuba,Cuba,CU,females,Mujeres,70-74,203
2020,Cuba,Cuba,CU,females,Mujeres,70-74,71
1990,Dominican Republic,República Dominicana,DO,females,Mujeres,70-74,1769
1995,Dominican Republic,República Dominicana,DO,females,Mujeres,70-74,1768
2000,Dominican Republic,República Dominicana,DO,females,Mujeres,70-74,2088
2005,Dominican Republic,República Dominicana,DO,females,Mujeres,70-74,1654
2010,Dominican Republic,República Dominicana,DO,females,Mujeres,70-74,1276
2015,Dominican Republic,República Dominicana,DO,females,Mujeres,70-74,1266
2020,Dominican Republic,República Dominicana,DO,females,Mujeres,70-74,1335
1990,Costa Rica,Costa Rica,CR,females,Mujeres,70-74,2914
1995,Costa Rica,Costa Rica,CR,females,Mujeres,70-74,2467
2000,Costa Rica,Costa Rica,CR,females,Mujeres,70-74,2064
2005,Costa Rica,Costa Rica,CR,females,Mujeres,70-74,2470
2010,Costa Rica,Costa Rica,CR,females,Mujeres,70-74,2878
2015,Costa Rica,Costa Rica,CR,females,Mujeres,70-74,3375
2020,Costa Rica,Costa Rica,CR,females,Mujeres,70-74,4351
1990,El Salvador,El Salvador,SV,females,Mujeres,70-74,354
1995,El Salvador,El Salvador,SV,females,Mujeres,70-74,320
2000,El Salvador,El Salvador,SV,females,Mujeres,70-74,271
2005,El Salvador,El Salvador,SV,females,Mujeres,70-74,303
2010,El Salvador,El Salvador,SV,females,Mujeres,70-74,247
2015,El Salvador,El Salvador,SV,females,Mujeres,70-74,228
2020,El Salvador,El Salvador,SV,females,Mujeres,70-74,250
1990,Honduras,Honduras,HN,females,Mujeres,70-74,961
1995,Honduras,Honduras,HN,females,Mujeres,70-74,545
2000,Honduras,Honduras,HN,females,Mujeres,70-74,144
2005,Honduras,Honduras,HN,females,Mujeres,70-74,215
2010,Honduras,Honduras,HN,females,Mujeres,70-74,278
2015,Honduras,Honduras,HN,females,Mujeres,70-74,504
2020,Honduras,Honduras,HN,females,Mujeres,70-74,462
1990,Mexico,México,MX,females,Mujeres,70-74,9359
1995,Mexico,México,MX,females,Mujeres,70-74,4716
2000,Mexico,México,MX,females,Mujeres,70-74,5990
2005,Mexico,México,MX,females,Mujeres,70-74,6545
2010,Mexico,México,MX,females,Mujeres,70-74,4268
2015,Mexico,México,MX,females,Mujeres,70-74,5215
2020,Mexico,México,MX,females,Mujeres,70-74,5844
1990,Argentina,Argentina,AR,females,Mujeres,70-74,53289
1995,Argentina,Argentina,AR,females,Mujeres,70-74,65720
2000,Argentina,Argentina,AR,females,Mujeres,70-74,53058
2005,Argentina,Argentina,AR,females,Mujeres,70-74,43336
2010,Argentina,Argentina,AR,females,Mujeres,70-74,45783
2015,Argentina,Argentina,AR,females,Mujeres,70-74,46860
2020,Argentina,Argentina,AR,females,Mujeres,70-74,46298
1990,Brazil,Brasil,BR,females,Mujeres,70-74,30902
1995,Brazil,Brasil,BR,females,Mujeres,70-74,32541
2000,Brazil,Brasil,BR,females,Mujeres,70-74,33917
2005,Brazil,Brasil,BR,females,Mujeres,70-74,26647
2010,Brazil,Brasil,BR,females,Mujeres,70-74,19814
2015,Brazil,Brasil,BR,females,Mujeres,70-74,17784
2020,Brazil,Brasil,BR,females,Mujeres,70-74,16378
1990,Chile,Chile,CL,females,Mujeres,70-74,1855
1995,Chile,Chile,CL,females,Mujeres,70-74,3099
2000,Chile,Chile,CL,females,Mujeres,70-74,2008
2005,Chile,Chile,CL,females,Mujeres,70-74,2840
2010,Chile,Chile,CL,females,Mujeres,70-74,3727
2015,Chile,Chile,CL,females,Mujeres,70-74,2814
2020,Chile,Chile,CL,females,Mujeres,70-74,5890
1990,Colombia,Colombia,CO,females,Mujeres,70-74,744
1995,Colombia,Colombia,CO,females,Mujeres,70-74,845
2000,Colombia,Colombia,CO,females,Mujeres,70-74,945
2005,Colombia,Colombia,CO,females,Mujeres,70-74,991
2010,Colombia,Colombia,CO,females,Mujeres,70-74,835
2015,Colombia,Colombia,CO,females,Mujeres,70-74,562
2020,Colombia,Colombia,CO,females,Mujeres,70-74,3916
1990,Ecuador,Ecuador (el),EC,females,Mujeres,70-74,550
1995,Ecuador,Ecuador (el),EC,females,Mujeres,70-74,987
2000,Ecuador,Ecuador (el),EC,females,Mujeres,70-74,1501
2005,Ecuador,Ecuador (el),EC,females,Mujeres,70-74,1199
2010,Ecuador,Ecuador (el),EC,females,Mujeres,70-74,1946
2015,Ecuador,Ecuador (el),EC,females,Mujeres,70-74,1703
2020,Ecuador,Ecuador (el),EC,females,Mujeres,70-74,2610
1990,Guyana,Guyana,GY,females,Mujeres,70-74,14
1995,Guyana,Guyana,GY,females,Mujeres,70-74,18
2000,Guyana,Guyana,GY,females,Mujeres,70-74,23
2005,Guyana,Guyana,GY,females,Mujeres,70-74,48
2010,Guyana,Guyana,GY,females,Mujeres,70-74,34
2015,Guyana,Guyana,GY,females,Mujeres,70-74,35
2020,Guyana,Guyana,GY,females,Mujeres,70-74,121
1990,Paraguay,Paraguay,PY,females,Mujeres,70-74,1059
1995,Paraguay,Paraguay,PY,females,Mujeres,70-74,1142
2000,Paraguay,Paraguay,PY,females,Mujeres,70-74,1221
2005,Paraguay,Paraguay,PY,females,Mujeres,70-74,1468
2010,Paraguay,Paraguay,PY,females,Mujeres,70-74,1689
2015,Paraguay,Paraguay,PY,females,Mujeres,70-74,1760
2020,Paraguay,Paraguay,PY,females,Mujeres,70-74,2151
1990,Peru,Perú,PE,females,Mujeres,70-74,1818
1995,Peru,Perú,PE,females,Mujeres,70-74,1221
2000,Peru,Perú,PE,females,Mujeres,70-74,1539
2005,Peru,Perú,PE,females,Mujeres,70-74,1275
2010,Peru,Perú,PE,females,Mujeres,70-74,1682
2015,Peru,Perú,PE,females,Mujeres,70-74,2169
2020,Peru,Perú,PE,females,Mujeres,70-74,4801
1990,Uruguay,Uruguay,UY,females,Mujeres,70-74,4492
1995,Uruguay,Uruguay,UY,females,Mujeres,70-74,4332
2000,Uruguay,Uruguay,UY,females,Mujeres,70-74,3876
2005,Uruguay,Uruguay,UY,females,Mujeres,70-74,2765
2010,Uruguay,Uruguay,UY,females,Mujeres,70-74,4221
2015,Uruguay,Uruguay,UY,females,Mujeres,70-74,3634
2020,Uruguay,Uruguay,UY,females,Mujeres,70-74,2702
1990,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,75+,247
1995,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,75+,272
2000,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,75+,356
2005,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,75+,358
2010,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,75+,496
2015,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,75+,539
2020,Antigua and Barbuda,Antigua y Barbuda,AG,Both sexes combined,Ambos sexos combinados,75+,654
1990,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,75+,4457
1995,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,75+,4787
2000,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,75+,5627
2005,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,75+,3868
2010,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,75+,3420
2015,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,75+,2011
2020,Cuba,Cuba,CU,Both sexes combined,Ambos sexos combinados,75+,1142
1990,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,75+,9698
1995,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,75+,8947
2000,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,75+,8140
2005,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,75+,8531
2010,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,75+,5623
2015,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,75+,5816
2020,Dominican Republic,República Dominicana,DO,Both sexes combined,Ambos sexos combinados,75+,7158
1990,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,75+,10275
1995,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,75+,8674
2000,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,75+,7201
2005,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,75+,8720
2010,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,75+,10239
2015,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,75+,11011
2020,Costa Rica,Costa Rica,CR,Both sexes combined,Ambos sexos combinados,75+,13178
1990,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,75+,1457
1995,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,75+,1293
2000,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,75+,924
2005,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,75+,1217
2010,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,75+,1183
2015,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,75+,1017
2020,El Salvador,El Salvador,SV,Both sexes combined,Ambos sexos combinados,75+,837
1990,Honduras,Honduras,HN,Both sexes combined,Ambos sexos combinados,75+,3011
1995,Honduras,Honduras,HN,Both sexes combined,Ambos sexos combinados,75+,1704
2000,Honduras,Honduras,HN,Both sexes combined,Ambos sexos combinados,75+,434
2005,Honduras,Honduras,HN,Both sexes combined,Ambos sexos combinados,75+,502
2010,Honduras,Honduras,HN,Both sexes combined,Ambos sexos combinados,75+,696
2015,Honduras,Honduras,HN,Both sexes combined,Ambos sexos combinados,75+,2000
2020,Honduras,Honduras,HN,Both sexes combined,Ambos sexos combinados,75+,2236
1990,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,75+,26504
1995,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,75+,16281
2000,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,75+,16975
2005,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,75+,19617
2010,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,75+,20208
2015,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,75+,20793
2020,Mexico,México,MX,Both sexes combined,Ambos sexos combinados,75+,22947
1990,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,75+,216748
1995,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,75+,173071
2000,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,75+,204891
2005,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,75+,166841
2010,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,75+,187151
2015,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,75+,142012
2020,Argentina,Argentina,AR,Both sexes combined,Ambos sexos combinados,75+,158282
1990,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,75+,121459
1995,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,75+,122915
2000,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,75+,124365
2005,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,75+,120573
2010,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,75+,116797
2015,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,75+,109410
2020,Brazil,Brasil,BR,Both sexes combined,Ambos sexos combinados,75+,93233
1990,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,75+,8890
1995,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,75+,10064
2000,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,75+,8873
2005,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,75+,8267
2010,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,75+,14332
2015,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,75+,10224
2020,Chile,Chile,CL,Both sexes combined,Ambos sexos combinados,75+,17655
1990,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,75+,2494
1995,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,75+,2844
2000,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,75+,3194
2005,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,75+,4140
2010,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,75+,3826
2015,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,75+,3122
2020,Colombia,Colombia,CO,Both sexes combined,Ambos sexos combinados,75+,26381
1990,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,75+,1858
1995,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,75+,3231
2000,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,75+,4806
2005,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,75+,3868
2010,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,75+,6340
2015,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,75+,5589
2020,Ecuador,Ecuador (el),EC,Both sexes combined,Ambos sexos combinados,75+,7432
1990,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,75+,51
1995,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,75+,65
2000,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,75+,80
2005,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,75+,107
2010,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,75+,106
2015,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,75+,108
2020,Guyana,Guyana,GY,Both sexes combined,Ambos sexos combinados,75+,313
1990,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,75+,3094
1995,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,75+,3330
2000,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,75+,3534
2005,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,75+,4178
2010,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,75+,4734
2015,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,75+,4971
2020,Paraguay,Paraguay,PY,Both sexes combined,Ambos sexos combinados,75+,5313
1990,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,75+,4228
1995,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,75+,4253
2000,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,75+,4053
2005,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,75+,4311
2010,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,75+,4957
2015,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,75+,6693
2020,Peru,Perú,PE,Both sexes combined,Ambos sexos combinados,75+,12843
1990,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,75+,15019
1995,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,75+,14309
2000,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,75+,12846
2005,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,75+,11295
2010,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,75+,13358
2015,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,75+,11691
2020,Uruguay,Uruguay,UY,Both sexes combined,Ambos sexos combinados,75+,10599
1990,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,75+,103
1995,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,75+,106
2000,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,75+,134
2005,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,75+,143
2010,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,75+,211
2015,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,75+,231
2020,Antigua and Barbuda,Antigua y Barbuda,AG,males,Hombres,75+,281
1990,Cuba,Cuba,CU,males,Hombres,75+,2595
1995,Cuba,Cuba,CU,males,Hombres,75+,2488
2000,Cuba,Cuba,CU,males,Hombres,75+,2622
2005,Cuba,Cuba,CU,males,Hombres,75+,1774
2010,Cuba,Cuba,CU,males,Hombres,75+,1538
2015,Cuba,Cuba,CU,males,Hombres,75+,904
2020,Cuba,Cuba,CU,males,Hombres,75+,513
1990,Dominican Republic,República Dominicana,DO,males,Hombres,75+,6159
1995,Dominican Republic,República Dominicana,DO,males,Hombres,75+,5597
2000,Dominican Republic,República Dominicana,DO,males,Hombres,75+,5029
2005,Dominican Republic,República Dominicana,DO,males,Hombres,75+,5486
2010,Dominican Republic,República Dominicana,DO,males,Hombres,75+,3769
2015,Dominican Republic,República Dominicana,DO,males,Hombres,75+,3978
2020,Dominican Republic,República Dominicana,DO,males,Hombres,75+,4791
1990,Costa Rica,Costa Rica,CR,males,Hombres,75+,5315
1995,Costa Rica,Costa Rica,CR,males,Hombres,75+,4474
2000,Costa Rica,Costa Rica,CR,males,Hombres,75+,3686
2005,Costa Rica,Costa Rica,CR,males,Hombres,75+,4364
2010,Costa Rica,Costa Rica,CR,males,Hombres,75+,5034
2015,Costa Rica,Costa Rica,CR,males,Hombres,75+,5380
2020,Costa Rica,Costa Rica,CR,males,Hombres,75+,6556
1990,El Salvador,El Salvador,SV,males,Hombres,75+,600
1995,El Salvador,El Salvador,SV,males,Hombres,75+,546
2000,El Salvador,El Salvador,SV,males,Hombres,75+,396
2005,El Salvador,El Salvador,SV,males,Hombres,75+,525
2010,El Salvador,El Salvador,SV,males,Hombres,75+,519
2015,El Salvador,El Salvador,SV,males,Hombres,75+,449
2020,El Salvador,El Salvador,SV,males,Hombres,75+,369
1990,Honduras,Honduras,HN,males,Hombres,75+,1856
1995,Honduras,Honduras,HN,males,Hombres,75+,1050
2000,Honduras,Honduras,HN,males,Hombres,75+,261
2005,Honduras,Honduras,HN,males,Hombres,75+,279
2010,Honduras,Honduras,HN,males,Hombres,75+,355
2015,Honduras,Honduras,HN,males,Hombres,75+,1021
2020,Honduras,Honduras,HN,males,Hombres,75+,1140
1990,Mexico,México,MX,males,Hombres,75+,11891
1995,Mexico,México,MX,males,Hombres,75+,7309
2000,Mexico,México,MX,males,Hombres,75+,7619
2005,Mexico,México,MX,males,Hombres,75+,8851
2010,Mexico,México,MX,males,Hombres,75+,9423
2015,Mexico,México,MX,males,Hombres,75+,9605
2020,Mexico,México,MX,males,Hombres,75+,10635
1990,Argentina,Argentina,AR,males,Hombres,75+,90853
1995,Argentina,Argentina,AR,males,Hombres,75+,71492
2000,Argentina,Argentina,AR,males,Hombres,75+,83551
2005,Argentina,Argentina,AR,males,Hombres,75+,67288
2010,Argentina,Argentina,AR,males,Hombres,75+,73718
2015,Argentina,Argentina,AR,males,Hombres,75+,55219
2020,Argentina,Argentina,AR,males,Hombres,75+,61634
1990,Brazil,Brasil,BR,males,Hombres,75+,53637
1995,Brazil,Brasil,BR,males,Hombres,75+,53812
2000,Brazil,Brasil,BR,males,Hombres,75+,54164
2005,Brazil,Brasil,BR,males,Hombres,75+,54349
2010,Brazil,Brasil,BR,males,Hombres,75+,54722
2015,Brazil,Brasil,BR,males,Hombres,75+,50890
2020,Brazil,Brasil,BR,males,Hombres,75+,42964
1990,Chile,Chile,CL,males,Hombres,75+,3942
1995,Chile,Chile,CL,males,Hombres,75+,4243
2000,Chile,Chile,CL,males,Hombres,75+,3669
2005,Chile,Chile,CL,males,Hombres,75+,3404
2010,Chile,Chile,CL,males,Hombres,75+,5853
2015,Chile,Chile,CL,males,Hombres,75+,4471
2020,Chile,Chile,CL,males,Hombres,75+,7857
1990,Colombia,Colombia,CO,males,Hombres,75+,1304
1995,Colombia,Colombia,CO,males,Hombres,75+,1492
2000,Colombia,Colombia,CO,males,Hombres,75+,1681
2005,Colombia,Colombia,CO,males,Hombres,75+,2069
2010,Colombia,Colombia,CO,males,Hombres,75+,1973
2015,Colombia,Colombia,CO,males,Hombres,75+,1683
2020,Colombia,Colombia,CO,males,Hombres,75+,13792
1990,Ecuador,Ecuador (el),EC,males,Hombres,75+,978
1995,Ecuador,Ecuador (el),EC,males,Hombres,75+,1652
2000,Ecuador,Ecuador (el),EC,males,Hombres,75+,2404
2005,Ecuador,Ecuador (el),EC,males,Hombres,75+,1949
2010,Ecuador,Ecuador (el),EC,males,Hombres,75+,3224
2015,Ecuador,Ecuador (el),EC,males,Hombres,75+,2863
2020,Ecuador,Ecuador (el),EC,males,Hombres,75+,3785
1990,Guyana,Guyana,GY,males,Hombres,75+,34
1995,Guyana,Guyana,GY,males,Hombres,75+,43
2000,Guyana,Guyana,GY,males,Hombres,75+,52
2005,Guyana,Guyana,GY,males,Hombres,75+,68
2010,Guyana,Guyana,GY,males,Hombres,75+,70
2015,Guyana,Guyana,GY,males,Hombres,75+,70
2020,Guyana,Guyana,GY,males,Hombres,75+,179
1990,Paraguay,Paraguay,PY,males,Hombres,75+,1555
1995,Paraguay,Paraguay,PY,males,Hombres,75+,1668
2000,Paraguay,Paraguay,PY,males,Hombres,75+,1758
2005,Paraguay,Paraguay,PY,males,Hombres,75+,2044
2010,Paraguay,Paraguay,PY,males,Hombres,75+,2282
2015,Paraguay,Paraguay,PY,males,Hombres,75+,2419
2020,Paraguay,Paraguay,PY,males,Hombres,75+,2583
1990,Peru,Perú,PE,males,Hombres,75+,1800
1995,Peru,Perú,PE,males,Hombres,75+,1767
2000,Peru,Perú,PE,males,Hombres,75+,1357
2005,Peru,Perú,PE,males,Hombres,75+,1717
2010,Peru,Perú,PE,males,Hombres,75+,1941
2015,Peru,Perú,PE,males,Hombres,75+,2889
2020,Peru,Perú,PE,males,Hombres,75+,5867
1990,Uruguay,Uruguay,UY,males,Hombres,75+,6092
1995,Uruguay,Uruguay,UY,males,Hombres,75+,5697
2000,Uruguay,Uruguay,UY,males,Hombres,75+,5066
2005,Uruguay,Uruguay,UY,males,Hombres,75+,4391
2010,Uruguay,Uruguay,UY,males,Hombres,75+,4962
2015,Uruguay,Uruguay,UY,males,Hombres,75+,4310
2020,Uruguay,Uruguay,UY,males,Hombres,75+,3941
1990,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,75+,144
1995,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,75+,166
2000,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,75+,222
2005,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,75+,215
2010,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,75+,285
2015,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,75+,308
2020,Antigua and Barbuda,Antigua y Barbuda,AG,females,Mujeres,75+,373
1990,Cuba,Cuba,CU,females,Mujeres,75+,1862
1995,Cuba,Cuba,CU,females,Mujeres,75+,2299
2000,Cuba,Cuba,CU,females,Mujeres,75+,3005
2005,Cuba,Cuba,CU,females,Mujeres,75+,2094
2010,Cuba,Cuba,CU,females,Mujeres,75+,1882
2015,Cuba,Cuba,CU,females,Mujeres,75+,1107
2020,Cuba,Cuba,CU,females,Mujeres,75+,629
1990,Dominican Republic,República Dominicana,DO,females,Mujeres,75+,3539
1995,Dominican Republic,República Dominicana,DO,females,Mujeres,75+,3350
2000,Dominican Republic,República Dominicana,DO,females,Mujeres,75+,3111
2005,Dominican Republic,República Dominicana,DO,females,Mujeres,75+,3045
2010,Dominican Republic,República Dominicana,DO,females,Mujeres,75+,1854
2015,Dominican Republic,República Dominicana,DO,females,Mujeres,75+,1838
2020,Dominican Republic,República Dominicana,DO,females,Mujeres,75+,2367
1990,Costa Rica,Costa Rica,CR,females,Mujeres,75+,4960
1995,Costa Rica,Costa Rica,CR,females,Mujeres,75+,4200
2000,Costa Rica,Costa Rica,CR,females,Mujeres,75+,3515
2005,Costa Rica,Costa Rica,CR,females,Mujeres,75+,4356
2010,Costa Rica,Costa Rica,CR,females,Mujeres,75+,5205
2015,Costa Rica,Costa Rica,CR,females,Mujeres,75+,5631
2020,Costa Rica,Costa Rica,CR,females,Mujeres,75+,6622
1990,El Salvador,El Salvador,SV,females,Mujeres,75+,857
1995,El Salvador,El Salvador,SV,females,Mujeres,75+,747
2000,El Salvador,El Salvador,SV,females,Mujeres,75+,528
2005,El Salvador,El Salvador,SV,females,Mujeres,75+,692
2010,El Salvador,El Salvador,SV,females,Mujeres,75+,664
2015,El Salvador,El Salvador,SV,females,Mujeres,75+,568
2020,El Salvador,El Salvador,SV,females,Mujeres,75+,468
1990,Honduras,Honduras,HN,females,Mujeres,75+,1155
1995,Honduras,Honduras,HN,females,Mujeres,75+,654
2000,Honduras,Honduras,HN,females,Mujeres,75+,173
2005,Honduras,Honduras,HN,females,Mujeres,75+,223
2010,Honduras,Honduras,HN,females,Mujeres,75+,341
2015,Honduras,Honduras,HN,females,Mujeres,75+,979
2020,Honduras,Honduras,HN,females,Mujeres,75+,1096
1990,Mexico,México,MX,females,Mujeres,75+,14613
1995,Mexico,México,MX,females,Mujeres,75+,8972
2000,Mexico,México,MX,females,Mujeres,75+,9356
2005,Mexico,México,MX,females,Mujeres,75+,10766
2010,Mexico,México,MX,females,Mujeres,75+,10785
2015,Mexico,México,MX,females,Mujeres,75+,11188
2020,Mexico,México,MX,females,Mujeres,75+,12312
1990,Argentina,Argentina,AR,females,Mujeres,75+,125895
1995,Argentina,Argentina,AR,females,Mujeres,75+,101579
2000,Argentina,Argentina,AR,females,Mujeres,75+,121340
2005,Argentina,Argentina,AR,females,Mujeres,75+,99553
2010,Argentina,Argentina,AR,females,Mujeres,75+,113433
2015,Argentina,Argentina,AR,females,Mujeres,75+,86793
2020,Argentina,Argentina,AR,females,Mujeres,75+,96648
1990,Brazil,Brasil,BR,females,Mujeres,75+,67822
1995,Brazil,Brasil,BR,females,Mujeres,75+,69103
2000,Brazil,Brasil,BR,females,Mujeres,75+,70201
2005,Brazil,Brasil,BR,females,Mujeres,75+,66224
